run_id,timestamp,mode,model,rank,epochs,lr,val_acc,val_f1,test_acc,test_f1,runtime_sec,gpu_mem_max_mb,gpu_name
1758469233,2025-09-21 15:42:03,prompt/cot,meta-llama/Meta-Llama-3.1-8B-Instruct,,,,,,0.4533333333333333,0.3128003494975972,,,
1758715963,2025-09-24 12:17:26,prompt/domain,meta-llama/Meta-Llama-3.1-8B,,,,,,0.7266666666666667,0.5099864899404828,,,
1758494592,2025-09-21 22:45:09,prompt/domain,meta-llama/Meta-Llama-3.1-8B-Instruct,,,,,,0.6933333333333334,0.4829298572315332,,,
1758495623,2025-09-21 23:02:19,prompt/domain,meta-llama/Meta-Llama-3.1-8B-Instruct,,,,,,0.6933333333333334,0.4829298572315332,,,
1758538751,2025-09-22 11:02:30,prompt/domain,meta-llama/Meta-Llama-3.1-8B-Instruct,,,,,,0.6933333333333334,0.4829298572315332,,,
1758559555,2025-09-22 16:47:52,prompt/domain,meta-llama/Meta-Llama-3.1-8B-Instruct,,,,,,0.6933333333333334,0.4829298572315332,,,
1758570737,2025-09-22 19:54:14,prompt/domain,meta-llama/Meta-Llama-3.1-8B-Instruct,,,,,,0.6933333333333334,0.4829298572315332,,,
1758666099,2025-09-23 22:24:05,prompt/domain,meta-llama/Meta-Llama-3.1-8B-Instruct,,,,,,0.6933333333333334,0.4829298572315332,,,
1758668442,2025-09-23 23:03:20,prompt/domain,meta-llama/Meta-Llama-3.1-8B-Instruct,,,,,,0.6933333333333334,0.4829298572315332,,,
1758668845,2025-09-23 23:09:23,prompt/domain,meta-llama/Meta-Llama-3.1-8B-Instruct,,,,,,0.6933333333333334,0.4829298572315332,,,
1758469233,2025-09-21 15:41:34,prompt/domain,meta-llama/Meta-Llama-3.1-8B-Instruct,,,,,,0.5,0.2222222222222222,,,
1758487766,2025-09-21 20:50:29,prompt/domain,meta-llama/Meta-Llama-3.1-8B-Instruct,,,,,,0.5,0.2222222222222222,,,
1758715963,2025-09-24 12:16:14,prompt/zero,meta-llama/Meta-Llama-3.1-8B,,,,,,0.6933333333333334,0.4765805742026017,,,
1758494592,2025-09-21 22:44:11,prompt/zero,meta-llama/Meta-Llama-3.1-8B-Instruct,,,,,,0.6866666666666666,0.4713963963963963,,,
1758495623,2025-09-21 23:01:22,prompt/zero,meta-llama/Meta-Llama-3.1-8B-Instruct,,,,,,0.6866666666666666,0.4713963963963963,,,
1758538751,2025-09-22 11:01:28,prompt/zero,meta-llama/Meta-Llama-3.1-8B-Instruct,,,,,,0.6866666666666666,0.4713963963963963,,,
1758559555,2025-09-22 16:46:54,prompt/zero,meta-llama/Meta-Llama-3.1-8B-Instruct,,,,,,0.6866666666666666,0.4713963963963963,,,
1758570737,2025-09-22 19:53:16,prompt/zero,meta-llama/Meta-Llama-3.1-8B-Instruct,,,,,,0.6866666666666666,0.4713963963963963,,,
1758666099,2025-09-23 22:23:07,prompt/zero,meta-llama/Meta-Llama-3.1-8B-Instruct,,,,,,0.6866666666666666,0.4713963963963963,,,
1758668442,2025-09-23 23:02:23,prompt/zero,meta-llama/Meta-Llama-3.1-8B-Instruct,,,,,,0.6866666666666666,0.4713963963963963,,,
1758668845,2025-09-23 23:08:25,prompt/zero,meta-llama/Meta-Llama-3.1-8B-Instruct,,,,,,0.6866666666666666,0.4713963963963963,,,
1758487766,2025-09-21 20:49:58,prompt/zero,meta-llama/Meta-Llama-3.1-8B-Instruct,,,,,,0.5066666666666667,0.2349101921470342,,,
1758469233,2025-09-21 15:41:05,prompt/zero,meta-llama/Meta-Llama-3.1-8B-Instruct,,,,,,0.4533333333333333,0.3055903925816136,,,
1758500237,2025-09-22 00:19:33,qlora,meta-llama/Meta-Llama-3.1-8B,8.0,5.0,3e-05,,,0.9133333333333332,0.8542308973261014,,,
1758565325,2025-09-22 18:24:21,qlora,meta-llama/Meta-Llama-3.1-8B,16.0,5.0,3e-05,,,0.9133333333333332,0.8542308973261014,,,
1758619710,2025-09-23 09:30:43,qlora,meta-llama/Meta-Llama-3.1-8B,8.0,7.0,2e-05,,,0.9133333333333332,0.8474782205688016,,,
1758623855,2025-09-23 10:39:47,qlora,meta-llama/Meta-Llama-3.1-8B,16.0,7.0,2e-05,,,0.9133333333333332,0.8474782205688016,,,
1758636905,2025-09-23 14:17:18,qlora,meta-llama/Meta-Llama-3.1-8B,4.0,5.0,3e-05,,,0.9133333333333332,0.8542308973261014,,,
1758640741,2025-09-23 15:21:14,qlora,meta-llama/Meta-Llama-3.1-8B,4.0,7.0,2e-05,,,0.9133333333333332,0.8474782205688016,,,
1758654570,2025-09-23 19:11:42,qlora,meta-llama/Meta-Llama-3.1-8B,8.0,5.0,3e-05,,,0.9133333333333332,0.8542308973261014,,,
1758628052,2025-09-23 11:49:44,qlora,meta-llama/Meta-Llama-3.1-8B,16.0,15.0,1e-05,,,0.84,0.818353439065628,,,
1758632685,2025-09-23 13:06:57,qlora,meta-llama/Meta-Llama-3.1-8B,4.0,15.0,1e-05,,,0.84,0.818353439065628,,,
1758476432,2025-09-21 18:40:38,qlora,meta-llama/Meta-Llama-3.1-8B,8.0,5.0,3e-05,,,0.8333333333333334,0.8201106083459025,,,
1758630064,2025-09-23 12:23:17,qlora,meta-llama/Meta-Llama-3.1-8B,8.0,15.0,1e-05,,,0.8333333333333334,0.8033373567964762,,,
1758625856,2025-09-23 11:13:08,qlora,meta-llama/Meta-Llama-3.1-8B,8.0,10.0,1e-05,,,0.8133333333333334,0.7619981325863678,,,
1758468939,2025-09-21 15:36:11,qlora,meta-llama/Meta-Llama-3.1-8B,4.0,5.0,2e-05,,,0.46,0.4039544047283985,,,
1758536578,2025-09-22 10:22:58,qlora,,,,,,,,,,,
1758715963,,,,,,,,,,,,,
1758796862,2025-09-25 10:42:40,prompt/zero,meta-llama/Meta-Llama-3.1-8B,,,,,,0.6933333333333334,0.4765805742026017,,,
1758796862,2025-09-25 10:43:49,prompt/domain,meta-llama/Meta-Llama-3.1-8B,,,,,,0.7266666666666667,0.5099864899404828,,,
1758796862,2025-09-25 10:44:59,prompt/cot,meta-llama/Meta-Llama-3.1-8B,,,,,,0.6133333333333333,0.4318142133752401,,,
1758796862,,,,,,,,,,,,,
1758797396,2025-09-25 10:51:10,prompt/zero,meta-llama/Meta-Llama-3.1-8B,,,,,,0.6733333333333333,0.6056759330790895,,,
1758797396,2025-09-25 10:52:45,prompt/domain,meta-llama/Meta-Llama-3.1-8B,,,,,,0.7133333333333334,0.5064970313825276,,,
1758797396,2025-09-25 10:53:59,prompt/cot,meta-llama/Meta-Llama-3.1-8B,,,,,,0.7,0.6313819139042575,,,
1758797396,,,,,,,,,,,243.3,2383.08,NVIDIA RTX A5000
1758799360,2025-09-25 11:23:53,prompt/zero/scoring,meta-llama/Meta-Llama-3.1-8B,,,,,,0.6733333333333333,0.6056759330790895,,,
1758799360,2025-09-25 11:25:28,prompt/domain/scoring,meta-llama/Meta-Llama-3.1-8B,,,,,,0.7133333333333334,0.5064970313825276,,,
1758799360,2025-09-25 11:26:42,prompt/cot/scoring,meta-llama/Meta-Llama-3.1-8B,,,,,,0.7,0.6313819139042575,,,
1758799360,,,,,,,,,,,242.62,2383.09,NVIDIA RTX A5000
1758801105,2025-09-25 11:53:27,prompt/zero/scoring,meta-llama/Meta-Llama-3.1-8B-Instruct,,,,,,0.5866666666666667,0.3756034237961949,,,
1758801105,2025-09-25 11:55:02,prompt/domain/scoring,meta-llama/Meta-Llama-3.1-8B-Instruct,,,,,,0.3733333333333333,0.1902900816397429,,,
1758801105,2025-09-25 11:56:16,prompt/cot/scoring,meta-llama/Meta-Llama-3.1-8B-Instruct,,,,,,0.66,0.4524898955235263,,,
1758801105,,,,,,,,,,,271.22,2383.09,NVIDIA RTX A5000
1758817325,2025-09-25 16:23:31,prompt/zero/scoring,meta-llama/Meta-Llama-3.1-8B-Instruct,,,,,,0.6866666666666666,0.4713963963963963,,,
1758817325,2025-09-25 16:24:29,prompt/domain/scoring,meta-llama/Meta-Llama-3.1-8B-Instruct,,,,,,0.6933333333333334,0.4829298572315332,,,
1758817325,2025-09-25 16:25:27,prompt/cot/scoring,meta-llama/Meta-Llama-3.1-8B-Instruct,,,,,,0.6933333333333334,0.4849673202614379,,,
1758817325,,,,,,,,,,,202.17,7330.03,NVIDIA RTX A5000
1758817601,2025-09-25 16:27:51,prompt/zero/scoring,meta-llama/Meta-Llama-3.1-8B,,,,,,0.6933333333333334,0.4765805742026017,,,
1758817601,2025-09-25 16:29:35,prompt/domain/scoring,meta-llama/Meta-Llama-3.1-8B,,,,,,0.7266666666666667,0.5099864899404828,,,
1758817601,2025-09-25 16:31:20,prompt/cot/scoring,meta-llama/Meta-Llama-3.1-8B,,,,,,0.6133333333333333,0.4318142133752401,,,
1758817601,,,,,,,,,,,279.01,7330.03,NVIDIA RTX A5000
